	massa A		
t	x	y	
0.000	-9.039	105.5
0.018	-9.039	105.6
0.036	-9.039	105.6
0.055	-9.100	105.4
0.073	-9.162	105.5
0.091	-9.162	105.6
0.109	-9.223	105.5
0.127	-9.192	105.5
0.145	-9.254	105.5
0.164	-9.315	105.5
0.182	-9.315	105.6
0.200	-9.315	105.6
0.218	-9.346	105.6
0.236	-9.438	105.5
0.255	-9.346	105.6
0.273	-9.376	105.6
0.291	-9.438	105.6
0.309	-9.376	105.5
0.327	-9.499	105.6
0.345	-9.438	105.6
0.364	-9.499	105.6
0.382	-9.438	105.5
0.400	-9.530	105.5
0.418	-9.530	105.6
0.436	-9.468	105.5
0.455	-9.376	105.6
0.473	-9.438	105.6
0.491	-9.530	105.5
0.509	-9.468	105.6
0.527	-9.438	105.6
0.545	-9.438	105.6
0.564	-9.407	105.6
0.582	-9.376	105.7
0.600	-9.254	105.7
0.618	-9.254	105.7
0.636	-9.376	105.7
0.655	-9.254	105.6
0.673	-9.254	105.7
0.691	-9.284	105.6
0.709	-9.284	105.7
0.727	-9.346	105.7
0.745	-9.162	105.6
0.764	-9.223	105.7
0.782	-9.315	105.6
0.800	-9.223	105.7
0.818	-9.254	105.7
0.836	-9.284	105.7
0.855	-9.223	105.6
0.873	-9.315	105.7
0.891	-9.376	105.7
0.909	-9.407	105.7
0.927	-9.407	105.6
0.945	-9.622	105.6
0.964	-9.652	105.5
0.982	-9.714	105.4
1.000	-9.806	105.1
1.018	-9.898	104.9
1.036	-10.02	104.7
1.055	-10.30	103.8
1.073	-10.39	103.2
1.091	-10.36	103.3
1.109	-10.60	101.7
1.127	-10.73	100.9
1.145	-11.03	99.91
1.164	-11.46	98.66
1.182	-11.92	97.64
1.200	-12.23	96.45
1.218	-12.69	95.37
1.236	-12.96	94.42
1.255	-13.09	92.37
1.273	-12.93	91.51
1.291	-12.56	90.59
1.309	-12.04	90.19
1.327	-11.70	90.07
1.345	-11.18	90.40
1.364	-10.91	91.14
1.382	-10.48	92.34
1.400	-9.926	94.12
1.418	-8.424	98.56
1.436	-7.320	101.5
1.455	-7.228	101.7
1.473	-4.806	108.5
1.491	-3.702	112.1
1.509	-3.733	112.2
1.527	-1.893	118.4
1.545	-1.280	121.1
1.564	-1.312	125.5
1.582	-1.926	126.8
1.600	-2.417	128.0
1.618	-3.061	128.8
1.636	-3.245	129.3
1.655	-3.153	129.8
1.673	-3.092	129.8
1.691	-2.141	130.0
1.709	-1.497	129.7
1.727	-1.067	129.2
1.745	-1.036	128.6
1.764	-0.883	128.5
1.782	-1.465	123.7
1.800	-1.771	121.4
1.818	-2.078	118.5
1.836	-2.445	115.6
1.855	-2.598	112.5
1.873	-2.659	109.4
1.891	-2.812	109.3
1.909	-2.749	102.6
1.927	-3.148	99.12
1.945	-4.190	97.06
1.964	-4.129	97.12
1.982	-6.644	94.27
2.000	-7.380	93.10
2.018	-7.441	92.67
2.036	-7.104	92.64
2.055	-6.337	92.64
2.073	-6.183	92.95
2.091	-6.368	93.41
2.109	-6.705	94.30
2.127	-7.043	95.40
2.145	-7.319	96.42
2.164	-7.473	97.37
2.182	-7.381	98.41
2.200	-6.921	99.15
2.218	-6.461	99.91
2.236	-5.817	101.2
2.255	-5.725	101.6
2.273	-5.940	102.0
2.291	-6.155	102.3
2.309	-6.124	102.3
2.327	-6.400	102.9
2.345	-6.462	103.2
2.364	-6.400	103.4
2.382	-6.185	103.7
