	massa A		
t	x	y	
0.000	-9.039E-2	1.055
0.018	-9.039E-2	1.056
0.036	-9.039E-2	1.056
0.055	-9.100E-2	1.054
0.073	-9.162E-2	1.055
0.091	-9.162E-2	1.056
0.109	-9.223E-2	1.055
0.127	-9.192E-2	1.055
0.145	-9.254E-2	1.055
0.164	-9.315E-2	1.055
0.182	-9.315E-2	1.056
0.200	-9.315E-2	1.056
0.218	-9.346E-2	1.056
0.236	-9.438E-2	1.055
0.255	-9.346E-2	1.056
0.273	-9.376E-2	1.056
0.291	-9.438E-2	1.056
0.309	-9.376E-2	1.055
0.327	-9.499E-2	1.056
0.345	-9.438E-2	1.056
0.364	-9.499E-2	1.056
0.382	-9.438E-2	1.055
0.400	-9.530E-2	1.055
0.418	-9.530E-2	1.056
0.436	-9.468E-2	1.055
0.455	-9.376E-2	1.056
0.473	-9.438E-2	1.056
0.491	-9.530E-2	1.055
0.509	-9.468E-2	1.056
0.527	-9.438E-2	1.056
0.545	-9.438E-2	1.056
0.564	-9.407E-2	1.056
0.582	-9.376E-2	1.057
0.600	-9.254E-2	1.057
0.618	-9.254E-2	1.057
0.636	-9.376E-2	1.057
0.655	-9.254E-2	1.056
0.673	-9.254E-2	1.057
0.691	-9.284E-2	1.056
0.709	-9.284E-2	1.057
0.727	-9.346E-2	1.057
0.745	-9.162E-2	1.056
0.764	-9.223E-2	1.057
0.782	-9.315E-2	1.056
0.800	-9.223E-2	1.057
0.818	-9.254E-2	1.057
0.836	-9.284E-2	1.057
0.855	-9.223E-2	1.056
0.873	-9.315E-2	1.057
0.891	-9.376E-2	1.057
0.909	-9.407E-2	1.057
0.927	-9.407E-2	1.056
0.945	-9.622E-2	1.056
0.964	-9.652E-2	1.055
0.982	-9.714E-2	1.054
1.000	-9.806E-2	1.051
1.018	-9.898E-2	1.049
1.036	-0.100	1.047
1.055	-0.103	1.038
1.073	-0.104	1.032
1.091	-0.104	1.033
1.109	-0.106	1.017
1.127	-0.107	1.009
1.145	-0.110	0.999
1.164	-0.115	0.987
1.182	-0.119	0.976
1.200	-0.122	0.964
1.218	-0.127	0.954
1.236	-0.130	0.944
1.255	-0.131	0.924
1.273	-0.129	0.915
1.291	-0.126	0.906
1.309	-0.120	0.902
1.327	-0.117	0.901
1.345	-0.112	0.904
1.364	-0.109	0.911
1.382	-0.105	0.923
1.400	-9.926E-2	0.941
1.418	-8.424E-2	0.986
1.436	-7.320E-2	1.015
1.455	-7.228E-2	1.017
1.473	-4.806E-2	1.085
1.491	-3.702E-2	1.121
1.509	-3.733E-2	1.122
1.527	-1.893E-2	1.184
1.545	-1.280E-2	1.211
1.564	-1.312E-2	1.255
1.582	-1.926E-2	1.268
1.600	-2.417E-2	1.280
1.618	-3.061E-2	1.288
1.636	-3.245E-2	1.293
1.655	-3.153E-2	1.298
1.673	-3.092E-2	1.298
1.691	-2.141E-2	1.300
1.709	-1.497E-2	1.297
1.727	-1.067E-2	1.292
1.745	-1.036E-2	1.286
1.764	-8.830E-3	1.285
1.782	-1.465E-2	1.237
1.800	-1.771E-2	1.214
1.818	-2.078E-2	1.185
1.836	-2.445E-2	1.156
1.855	-2.598E-2	1.125
1.873	-2.659E-2	1.094
1.891	-2.812E-2	1.093
1.909	-2.749E-2	1.026
1.927	-3.148E-2	0.991
1.945	-4.190E-2	0.971
1.964	-4.129E-2	0.971
1.982	-6.644E-2	0.943
2.000	-7.380E-2	0.931
2.018	-7.441E-2	0.927
2.036	-7.104E-2	0.926
2.055	-6.337E-2	0.926
2.073	-6.183E-2	0.930
2.091	-6.368E-2	0.934
2.109	-6.705E-2	0.943
2.127	-7.043E-2	0.954
2.145	-7.319E-2	0.964
2.164	-7.473E-2	0.974
2.182	-7.381E-2	0.984
2.200	-6.921E-2	0.991
2.218	-6.461E-2	0.999
2.236	-5.817E-2	1.012
2.255	-5.725E-2	1.016
2.273	-5.940E-2	1.020
2.291	-6.155E-2	1.023
2.309	-6.124E-2	1.023
2.327	-6.400E-2	1.029
2.345	-6.462E-2	1.032
2.364	-6.400E-2	1.034
2.382	-6.185E-2	1.037
