	massa A		
t	x	y	
0.000	-7.261	104.9
0.018	-7.261	104.9
0.036	-7.261	104.9
0.055	-7.322	104.8
0.073	-7.384	104.9
0.091	-7.385	104.9
0.109	-7.446	104.9
0.127	-7.415	104.9
0.145	-7.477	104.9
0.164	-7.539	104.9
0.182	-7.539	104.9
0.200	-7.539	104.9
0.218	-7.571	104.9
0.236	-7.663	104.9
0.255	-7.571	104.9
0.273	-7.602	104.9
0.291	-7.663	104.9
0.309	-7.601	104.9
0.327	-7.725	104.9
0.345	-7.663	104.9
0.364	-7.725	104.9
0.382	-7.663	104.9
0.400	-7.756	104.9
0.418	-7.757	105.0
0.436	-7.694	104.9
0.455	-7.601	104.9
0.473	-7.663	104.9
0.491	-7.756	104.9
0.509	-7.694	104.9
0.527	-7.663	104.9
0.545	-7.663	104.9
0.564	-7.632	104.9
0.582	-7.602	105.0
0.600	-7.478	105.0
0.618	-7.478	105.0
0.636	-7.602	105.0
0.655	-7.478	105.0
0.673	-7.478	105.0
0.691	-7.509	104.9
0.709	-7.509	105.0
0.727	-7.571	105.0
0.745	-7.385	105.0
0.764	-7.447	105.0
0.782	-7.540	104.9
0.800	-7.447	105.0
0.818	-7.478	105.0
0.836	-7.509	105.1
0.855	-7.447	104.9
0.873	-7.540	105.0
0.891	-7.602	105.0
0.909	-7.633	105.0
0.927	-7.633	104.9
0.945	-7.849	104.9
0.964	-7.879	104.8
0.982	-7.941	104.8
1.000	-8.032	104.5
1.018	-8.124	104.3
1.036	-8.247	104.1
1.055	-8.520	103.1
1.073	-8.609	102.5
1.091	-8.578	102.6
1.109	-8.817	101.0
1.127	-8.935	100.2
1.145	-9.239	99.19
1.164	-9.665	97.92
1.182	-10.12	96.90
1.200	-10.43	95.69
1.218	-10.88	94.60
1.236	-11.16	93.64
1.255	-11.27	91.56
1.273	-11.11	90.70
1.291	-10.73	89.77
1.309	-10.20	89.37
1.327	-9.860	89.25
1.345	-9.336	89.59
1.364	-9.062	90.34
1.382	-8.635	91.55
1.400	-8.089	93.35
1.418	-6.599	97.85
1.436	-5.502	100.8
1.455	-5.410	101.0
1.473	-3.006	107.9
1.491	-1.913	111.5
1.509	-1.944	111.6
1.527	-0.124	118.0
1.545	0.479	120.7
1.564	0.421	125.1
1.582	-0.207	126.4
1.600	-0.709	127.6
1.618	-1.364	128.3
1.636	-1.553	128.9
1.655	-1.463	129.4
1.673	-1.401	129.4
1.691	-0.442	129.6
1.709	0.209	129.3
1.727	0.646	128.9
1.745	0.681	128.2
1.764	0.836	128.1
1.782	0.277	123.3
1.800	-1.843E-2	120.9
1.818	-0.310	118.0
1.836	-0.664	115.1
1.855	-0.800	111.9
1.873	-0.843	108.8
1.891	-0.998	108.7
1.909	-0.894	101.9
1.927	-1.276	98.44
1.945	-2.316	96.35
1.964	-2.255	96.42
1.982	-4.777	93.52
2.000	-5.513	92.34
2.018	-5.572	91.91
2.036	-5.231	91.88
2.055	-4.457	91.88
2.073	-4.304	92.19
2.091	-4.493	92.66
2.109	-4.839	93.55
2.127	-5.186	94.67
2.145	-5.471	95.69
2.164	-5.632	96.64
2.182	-5.545	97.70
2.200	-5.085	98.44
2.218	-4.625	99.22
2.236	-3.983	100.5
2.255	-3.892	100.9
2.273	-4.111	101.3
2.291	-4.330	101.6
2.309	-4.299	101.6
2.327	-4.581	102.2
2.345	-4.645	102.6
2.364	-4.585	102.8
2.382	-4.369	103.0
